kind,old_code,new_code,status,source_name,target_name,source_unit,target_unit,match_score,reason
Material,3320224,1022905,相似名称匹配,钢筋混凝土管接口橡胶圈 配d700,钢筋混凝土管接口橡胶圈 D700,个,个,100,自动采用唯一高相似候选
Material,3320225,1022993,相似名称匹配,钢筋混凝土管接口橡胶圈 配d800,钢筋混凝土管接口橡胶圈 D800,个,个,100,自动采用唯一高相似候选
Material,3320226,1023081,相似名称匹配,钢筋混凝土管接口橡胶圈 配d900,钢筋混凝土管接口橡胶圈 D900,个,个,100,自动采用唯一高相似候选
Material,3320227,1023169,相似名称匹配,钢筋混凝土管接口橡胶圈 配d1000,钢筋混凝土管接口橡胶圈 D1000,个,个,100,自动采用唯一高相似候选
Material,3320228,1023257,相似名称匹配,钢筋混凝土管接口橡胶圈 配d1100,钢筋混凝土管接口橡胶圈 D1100,个,个,100,自动采用唯一高相似候选
Material,3320229,1023345,相似名称匹配,钢筋混凝土管接口橡胶圈 配d1200,钢筋混凝土管接口橡胶圈 D1200,个,个,100,自动采用唯一高相似候选
Material,3320232,1023697,相似名称匹配,钢筋混凝土管接口橡胶圈 配d1800,钢筋混凝土管接口橡胶圈 D1800,个,个,100,自动采用唯一高相似候选
Material,3320233,1023785,相似名称匹配,钢筋混凝土管接口橡胶圈 配d2000,钢筋混凝土管接口橡胶圈 D2000,个,个,100,自动采用唯一高相似候选
Material,2368133,1017697,相似名称匹配,球墨铸铁雨水箅子及井圈750×450×45,球墨铸铁雨水箅子 750×450×45,套,套,95,自动采用唯一高相似候选
Material,2220045,1220505,规范化名称匹配,焊接钢管  DN400×6.5,焊接钢管 DN400×6.5,m,m,98,
Material,2220047,1220529,规范化名称匹配,焊接钢管  DN500×6.5,焊接钢管 DN500×6.5,m,m,98,
Material,3613126,1029065,相似名称匹配,橡胶棒（Ф60～100）,橡胶棒 φ=60～100,m,m,93,自动采用唯一高相似候选
Material,3613127,1028977,相似名称匹配,橡胶棒（Ф30～40）,橡胶棒 φ=30～40,m,m,92,自动采用唯一高相似候选
Material,1130020,1182605,规范化名称匹配,复层涂料骨浆（喷涂型）,复层涂料骨浆(喷涂型),kg,kg,98,
Material,1130021,1182689,规范化名称匹配,水性耐候面漆（半光型）,水性耐候面漆(半光型),kg,kg,98,
Material,3372225,1224337,相似名称匹配,聚乙烯给水管（PE）1.0MPa de50,聚乙烯给水管 1.0MPa De50,m,m,97,自动采用唯一高相似候选
Material,3373271,1226505,规范化名称匹配,聚乙烯给水管件 1.25MPa de50,聚乙烯给水管件 1.25MPa De50,个,个,98,
Material,3372226,1224345,相似名称匹配,聚乙烯给水管（PE）1.0MPa de63,聚乙烯给水管 1.0MPa De63,m,m,97,自动采用唯一高相似候选
Material,3373272,1226513,规范化名称匹配,聚乙烯给水管件 1.25MPa de63,聚乙烯给水管件 1.25MPa De63,个,个,98,
Material,3373274,1226529,规范化名称匹配,聚乙烯给水管件 1.25MPa de110,聚乙烯给水管件 1.25MPa De110,个,个,98,
Material,3372252,1224369,相似名称匹配,聚乙烯给水管（PE） 1.0MPa   de160,聚乙烯给水管 1.0MPa De160,m,m,97,自动采用唯一高相似候选
Material,3373275,1226537,规范化名称匹配,聚乙烯给水管件 1.25MPa de160,聚乙烯给水管件 1.25MPa De160,个,个,98,
Material,3372235,1224377,相似名称匹配,聚乙烯给水管（PE）1.0MPa de200,聚乙烯给水管 1.0MPa De200,m,m,97,自动采用唯一高相似候选
Material,3373276,1226545,规范化名称匹配,聚乙烯给水管件 1.25MPa de200,聚乙烯给水管件 1.25MPa De200,个,个,98,
Material,3372254,1224393,相似名称匹配,聚乙烯给水管（PE） 1.0MPa   de250,聚乙烯给水管 1.0MPa De250,m,m,97,自动采用唯一高相似候选
Material,3373471,1226785,规范化名称匹配,聚乙烯电熔管件 1.25MPa de250,聚乙烯电熔管件 1.25MPa De250,个,个,98,
Material,3372255,1224401,相似名称匹配,聚乙烯给水管（PE） 1.0MPa   de315,聚乙烯给水管 1.0MPa De315,m,m,97,自动采用唯一高相似候选
Material,3373472,1226793,规范化名称匹配,聚乙烯电熔管件 1.25MPa de315,聚乙烯电熔管件 1.25MPa De315,个,个,98,
Material,3372237,1224409,相似名称匹配,聚乙烯给水管（PE）1.0MPa de355,聚乙烯给水管 1.0MPa De355,m,m,97,自动采用唯一高相似候选
Material,3373473,1226801,规范化名称匹配,聚乙烯电熔管件 1.25MPa de355,聚乙烯电熔管件 1.25MPa De355,个,个,98,
Material,3372239,1224417,相似名称匹配,聚乙烯给水管（PE）1.0MPa de400,聚乙烯给水管 1.0MPa De400,m,m,97,自动采用唯一高相似候选
Material,3373474,1226809,规范化名称匹配,聚乙烯电熔管件 1.25MPa de400,聚乙烯电熔管件 1.25MPa De400,个,个,98,
Material,3373012,1227121,相似名称匹配,聚氯乙烯给水管接头零件 D25,聚氯乙烯给水管接头管件 D25,个,个,96,自动采用唯一高相似候选
Material,3373015,1227145,相似名称匹配,聚氯乙烯给水管接头零件 D50,聚氯乙烯给水管接头管件 D50,个,个,96,自动采用唯一高相似候选
Material,3373019,1227177,相似名称匹配,聚氯乙烯给水管接头零件 D110,聚氯乙烯给水管接头管件 D110,个,个,96,自动采用唯一高相似候选
Material,1820705,1201756,规范化名称匹配,橡胶石棉盘根 Φ11～25,橡胶石棉盘根 φ=11～25,kg,kg,98,
Material,3373281,1226625,规范化名称匹配,聚乙烯给水管件 1.6MPa de160,聚乙烯给水管件 1.6MPa De160,个,个,98,
Material,3373506,1227401,规范化名称匹配,聚乙烯电熔套筒    de63,聚乙烯电熔套筒 De63,个,个,98,
Material,3373660,1227481,规范化名称匹配,聚乙烯电熔套筒 1.0MPa   de160,聚乙烯电熔套筒 1.0MPa De160,个,个,98,
Material,3373710,1227585,规范化名称匹配,聚乙烯电熔套筒 1.6MPa de75,聚乙烯电熔套筒 1.6MPa De75,个,个,98,
Material,3373721,1227593,规范化名称匹配,聚乙烯电熔套筒 1.6MPa de160,聚乙烯电熔套筒 1.6MPa De160,个,个,98,
Material,3372229,1224353,相似名称匹配,聚乙烯给水管（PE）1.0MPa de90,聚乙烯给水管 1.0MPa De90,m,m,97,自动采用唯一高相似候选
Material,3373273,1226521,规范化名称匹配,聚乙烯给水管件 1.25MPa de90,聚乙烯给水管件 1.25MPa De90,个,个,98,
Material,3373282,1226633,规范化名称匹配,聚乙烯给水管件 1.6MPa de225,聚乙烯给水管件 1.6MPa De225,个,个,98,
Material,3373725,1227609,规范化名称匹配,聚乙烯电熔套筒 1.6MPa de250,聚乙烯电熔套筒 1.6MPa De250,个,个,98,
Material,3373283,1226641,规范化名称匹配,聚乙烯给水管件 1.6MPa de250,聚乙烯给水管件 1.6MPa De250,个,个,98,
Material,3373726,1227609,相似名称匹配,聚乙烯电熔套筒 1.6MPa dn250,聚乙烯电熔套筒 1.6MPa De250,个,个,97,自动采用唯一高相似候选
Material,1710064,1211629,规范化名称匹配单位不同,氯化聚乙烯防水卷材δ=0.5,氯化聚乙烯防水卷材 δ=0.5,㎡,m2,98,
Material,3005047,1178467,规范化名称匹配,压浆剂(AGM500),压浆剂 AGM500,kg,kg,98,
Material,3310314,1225809,规范化名称匹配,制孔胶管 d60,制孔胶管 D60,m,m,98,
Material,3378011,1225497,规范化名称匹配,PVC硬塑泄水管及管盖 Φ150×40,PVC硬塑泄水管及管盖 φ150×40,套,套,98,
Machine,9104152,9104155,相似名称匹配,电动灌浆机 ≤3m3/h,电动灌浆机 ≤3m³/h,台班,台班,96,自动采用唯一高相似候选
Material,3310315,1225817,规范化名称匹配,制孔胶管 d80,制孔胶管 D80,m,m,98,
Material,3310316,1225825,规范化名称匹配,制孔胶管 d90,制孔胶管 D90,m,m,98,
Material,3378012,1225473,规范化名称匹配,PVC硬塑管  Φ100,PVC硬塑管 φ100,m,m,98,
Machine,9107463,9110161,规范化名称匹配,轮胎式搬梁机≤600t,轮胎式搬梁机 ≤600t,台班,台班,98,
Material,3310216,1225753,规范化名称匹配,输水胶管 d22,输水胶管 D22,m,m,98,
Machine,9107432,9110132,规范化名称匹配,现浇移动模架造桥机≤900t,现浇移动模架造桥机 ≤900t,台班,台班,98,
Machine,9102321,9102341,相似名称匹配,斜撑桅杆式起重机 ≤10t,桅杆式起重机 ≤10t,台班,台班,100,自动采用唯一高相似候选
Material,2031031,3048061,相似名称匹配,不锈钢连接线（2m/套）,不锈钢连接线 2m,套,套,100,自动采用唯一高相似候选
Material,2031032,3048009,相似名称匹配单位不同,不锈钢连接线（0.4m/套）,不锈钢连接线 0.4m,m,套,99,自动采用唯一高相似候选
Material,8113133,1309477,规范化名称匹配,防护套管 内径28mm,防护套管 内径28,m,m,98,
Material,8800065,1066951,规范化名称匹配单位不同,防松螺母M8~10,防松螺母 M=8～10,套,个,98,
Material,8800067,1067051,规范化名称匹配单位不同,防松螺母M16,防松螺母 M16,套,个,98,
Material,2260013,1221481,规范化名称匹配,铁皮通风管 Φ1200,铁皮通风管 φ1200,m,m,98,
Material,3360031,1224089,规范化名称匹配,软质通风管 Φ1200,软质通风管 φ1200,m,m,98,
Material,2260014,1221489,规范化名称匹配,铁皮通风管 Φ1500,铁皮通风管 φ1500,m,m,98,
Material,3360201,1224097,规范化名称匹配,软质通风管 Φ1400,软质通风管 φ1400,m,m,98,
Material,3360202,1224105,规范化名称匹配,软质通风管 Φ1500,软质通风管 φ1500,m,m,98,
Material,2260017,1221505,规范化名称匹配,铁皮通风管 Φ1800,铁皮通风管 φ1800,m,m,98,
Material,3360204,1224121,规范化名称匹配,软质通风管 Φ1800,软质通风管 φ1800,m,m,98,
Material,3310014,1225665,规范化名称匹配,高压胶管 d38,高压胶管 D38,m,m,98,
Material,3413050,1222193,相似名称匹配,透水软管 Φ50～80,透水软管 D=50～80,m,m,93,自动采用唯一高相似候选
Machine,9104151,9104151,相似名称匹配,气动灌浆机 ≤3m3/h,气动灌浆机 ≤3m³/h,台班,台班,94,自动采用唯一高相似候选
Material,1140005,1149665,规范化名称匹配,竹钉 Φ5×40,竹钉 φ5×40,百个,百个,98,
Material,2260011,1221465,规范化名称匹配,铁皮通风管 Φ800,铁皮通风管 φ800,m,m,98,
Material,3310215,1225745,规范化名称匹配,输气胶管 d51 6层,输气胶管 D51 6层,m,m,98,
Material,3360027,1224073,规范化名称匹配,软质通风管 Φ800,软质通风管 φ800,m,m,98,
Machine,9103311,9103311,相似名称匹配,轨道式混凝土搅拌输送车 ≤3m3,轨道式混凝土搅拌输送车 ≤3m³,台班,台班,96,自动采用唯一高相似候选
Material,3310214,1225737,规范化名称匹配,输气胶管 d25 5层,输气胶管 D25 5层,m,m,98,
Material,7517510,5041361,规范化名称匹配,电缆托架  甲型,电缆托架 甲型,套,套,98,
Material,1423515,1135833,规范化名称匹配,混凝土电缆槽道盖板（500×700×100）,混凝土电缆槽道盖板 500×700×100,块,块,98,
Material,1423501,1134969,相似名称匹配,钢筋混凝土槽（带盖板）1000×80×80,钢筋混凝土槽 1000×80×80,个,个,94,自动采用唯一高相似候选
Material,1423502,1135077,相似名称匹配,钢筋混凝土槽(带盖板) 1000×120×80,钢筋混凝土槽 1000×120×80,个,个,95,自动采用唯一高相似候选
Material,1600705,1057069,相似名称匹配,玻璃钢电缆槽 ≤200,玻璃钢电缆槽（含盖） ≤200,m,m,94,自动采用唯一高相似候选
Material,1600706,1057193,相似名称匹配,玻璃钢电缆槽 ≤400,玻璃钢电缆槽（含盖） ≤400,m,m,94,自动采用唯一高相似候选
Material,7510011,5050126,规范化名称匹配单位不同,光缆接头盒  ＞60芯,光缆接头盒 ＞60芯,套,个,98,
Material,1120002,1143021,规范化名称匹配,防腐木电杆 Φ140×6000,防腐木电杆 φ140×6000,根,根,98,
Material,1120014,1143323,规范化名称匹配,防腐圆木 Φ150～180×2100,防腐圆木 φ(150～180)×2100,根,根,98,
Material,7415210,5045526,规范化名称匹配,地锚铁柄 Φ16×2100～2400,地锚铁柄 φ16×(2100～2400),根,根,98,
Material,7415212,5045696,规范化名称匹配,拉线铁柄 Φ20×450,拉线铁柄 φ20×450,副,副,98,
Machine,9109701,9120201,相似名称匹配,电容藕合测试仪 800～1000Hz,电容耦合测试仪 800～1000Hz,台班,台班,97,自动采用唯一高相似候选
Material,4715111,7010799,相似名称匹配,铜芯塑料线 1芯 0.2mm2(彩色),阻燃铜芯塑料线 1芯 0.2mm2(彩色),m,m,100,自动采用唯一高相似候选
Material,7415611,5045951,规范化名称匹配,地线棒 Φ12×100,地线棒 φ12×100,根,根,98,
Material,4715112,7010818,相似名称匹配,铜芯塑料线 2芯 0.2mm2(彩色),阻燃铜芯塑料线 2芯 0.2mm2(彩色),m,m,100,自动采用唯一高相似候选
Material,4716054,7011065,规范化名称匹配,阻燃铜芯塑料软线 ZR－BVR16mm2,阻燃铜芯塑料软线 ZR-BVR 16mm2,m,m,98,
Material,4716055,7011084,规范化名称匹配,阻燃铜芯塑料软线 ZR－BVR50mm2,阻燃铜芯塑料软线 ZR-BVR 50mm2,m,m,98,
Material,2550011,1012185,规范化名称匹配,钢丝绳轧头 Φ10,钢丝绳轧头 φ10,个,个,98,
Material,7412618,5075288,相似名称匹配,900MH漏泄电缆卡具加强型,900MHz漏泄电缆卡具加强型,个,个,100,自动采用唯一高相似候选
Material,7412619,5075599,相似名称匹配,900MH漏缆洞内防火卡具加强型,900MHz漏缆洞内防火卡具加强型,个,个,100,自动采用唯一高相似候选
Material,4716056,7011103,规范化名称匹配,阻燃铜芯塑料软线 ZR－BVR10mm2,阻燃铜芯塑料软线 ZR-BVR 10mm2,m,m,98,
Material,7517717,5057876,规范化名称匹配,同轴电缆接头SYWV-75-12,同轴电缆接头 SYWV-75-12,个,个,98,
Material,8810303,1308962,规范化名称匹配,不锈钢金属软管Φ50,不锈钢金属软管 φ50,个,个,98,
Material,4842147,6067057,规范化名称匹配,铜包钢接地棒  1.5m,铜包钢接地棒 1.5m,根,根,98,
Material,7212027,5023081,相似名称匹配,市话电缆 HYA 200×2×0.5,市话电缆 HYAT 200×2×0.5,m,m,100,自动采用唯一高相似候选
Material,8714017,1136049,规范化名称匹配,混凝土电缆槽道盖板（1000×850×120）,混凝土电缆槽道盖板 1000×850×120,块,块,98,
Material,7414014,5043571,规范化名称匹配,镀锌无头穿钉 M19×800～900,镀锌无头穿钉 M19×(800～900),根,根,98,
Material,7519313,1302267,规范化名称匹配,光电缆保护钢槽  200×150,光电缆保护钢槽 200×150,m,m,98,
Material,8800058,1308241,规范化名称匹配,PVC防护管Φ80 0.5m,PVC防护管 φ80 0.5m,根,根,98,
Material,8800059,1308344,规范化名称匹配,PVC防护管Φ100 0.5m,PVC防护管 φ100 0.5m,根,根,98,
Material,8800060,6090001,规范化名称匹配,木条50×10,木条 50×10,m,m,98,
Material,3603019,1060001,规范化名称匹配,化学锚栓带帽（M8×70）,化学锚栓带帽 M8×70,套,套,98,
Material,8751086,6039541,规范化名称匹配,热镀锌金属卡具   各型,热镀锌金属卡具 各型,个,个,98,
Machine,9108173,9107173,规范化名称匹配,水钻打孔机 ≤150mm,水钻打孔机 ≤150,台班,台班,98,
Material,8711064,6059073,规范化名称匹配,防盗型SMC复合材料 变压器箱XB1,防盗型SMC复合材料 变压器箱 XB1,个,个,98,
Material,8711065,6059109,规范化名称匹配,防盗型SMC复合材料 变压器箱XB2,防盗型SMC复合材料 变压器箱 XB2,个,个,98,
Material,3624015,1062901,规范化名称匹配,不锈钢螺栓（M16×35）,不锈钢螺栓 M16×35,个,个,98,
Material,4611033,7033877,规范化名称匹配,铜接线端子DT-50,铜接线端子 DT-50,个,个,98,
Material,8751036,6033781,规范化名称匹配,终端盒热镀锌金属基础支架   地面用,终端盒热镀锌金属基础支架 地面用,对,对,98,
Material,8751040,6032917,规范化名称匹配,矮型信号机金属基础支架　一机构   地面用,矮型信号机金属基础支架 一机构 地面用,对,对,98,
Material,8751041,6035329,规范化名称匹配,柱式信号机连接器　一机构　地面用,柱式信号机连接器 一机构 地面用,个,个,98,
Material,8800086,1225785,规范化名称匹配,黑色橡胶输水胶管Φ60,黑色橡胶输水胶管 φ60,m,m,98,
Material,8800088,6091289,规范化名称匹配,热缩管Φ100,热缩管 φ100,m,m,98,
Material,8800097,6091657,规范化名称匹配,压接铜端头Φ25,压接铜端头 φ25,个,个,98,
Material,8751026,6035509,规范化名称匹配,镀锌螺栓带帽及防松装置（M20×260）,镀锌螺栓带帽及防松装置 M20×260,套,套,98,
Material,8751028,6034033,规范化名称匹配,变压器箱热镀锌金属基础支架  墙上（80×50）,变压器箱热镀锌金属基础支架 墙上（80×50）,对,对,98,
Material,8751031,6032845,规范化名称匹配,信号机热镀锌金属基础支架　单机构　墙上,信号机热镀锌金属基础支架 单机构 墙上,对,对,98,
Material,8751032,6035257,规范化名称匹配,柱式信号机连接器 单机构　墙上,柱式信号机连接器 单机构 墙上,个,个,98,
Material,8751037,6034069,规范化名称匹配,变压器箱热镀锌金属基础支架   地面用,变压器箱热镀锌金属基础支架 地面用,对,对,98,
Material,8751043,6032953,规范化名称匹配,矮型信号机金属支架　一机构  隧道用,矮型信号机金属支架 一机构 隧道用,对,对,98,
Material,8751087,6039613,规范化名称匹配,弹簧端子用插接线卡   室外,弹簧端子用插接线卡 室外,个,个,98,
Material,8800073,1060401,相似名称匹配,化学锚栓含帽（M16×200～220）,化学锚栓带帽 M16×(200～220),套,套,97,自动采用唯一高相似候选
Material,8800085,1225777,规范化名称匹配,黑色橡胶输水胶管Φ38,黑色橡胶输水胶管 φ38,m,m,98,
Material,8110072,6024621,规范化名称匹配,铝合金进路表示器  矮型一灯,铝合金进路表示器 矮型一灯,台,台,98,
Material,8751033,6032881,规范化名称匹配,信号机热镀锌金属基础支架　双机构　墙上,信号机热镀锌金属基础支架 双机构 墙上,对,对,98,
Material,8751034,6035293,规范化名称匹配,柱式信号机连接器 双机构　墙上,柱式信号机连接器 双机构 墙上,个,个,98,
Material,8751042,6027041,规范化名称匹配,矮型信号机金属基础  双机构   隧道用,矮型信号机金属基础 双机构 隧道用,对,对,98,
Material,8800076,6032989,规范化名称匹配,矮型信号机金属基础支架　双机构   地面用,矮型信号机金属基础支架 双机构 地面用,对,对,98,
Material,8800087,1225793,规范化名称匹配,黑色橡胶输水胶管Φ100,黑色橡胶输水胶管 φ100,m,m,98,
Material,8111036,6025391,规范化名称匹配,钢筋混凝土信号机柱 Φ150×8.5m,钢筋混凝土信号机柱 φ150×8.5m,根,根,98,
Material,8111037,6025501,规范化名称匹配,钢筋混凝土信号机柱 Φ150×10m,钢筋混凝土信号机柱 φ150×10m,根,根,98,
Material,8111038,6025611,规范化名称匹配,钢筋混凝土信号机柱 Φ150×11m,钢筋混凝土信号机柱 φ150×11m,根,根,98,
Material,8110059,6036517,规范化名称匹配,调谐区停车标 （反光型）,调谐区停车标（反光型）,个,个,98,
Material,8110060,6036553,规范化名称匹配,四显示区段接通标 （反光型）,四显示区段接通标（反光型）,个,个,98,
Material,3603020,1060101,规范化名称匹配,化学锚栓带帽（M10×70～100）,化学锚栓带帽 M10×(70～100),套,套,98,
Material,8751055,6036805,规范化名称匹配,停车标或标志牌  V形（不带基础桩）,停车标或标志牌 V形（不带基础桩）,个,个,98,
Material,8751035,6033457,规范化名称匹配,方向盒热镀锌金属基础支架　地面用,方向盒热镀锌金属基础支架 地面用,对,对,98,
Material,8310010,6044105,规范化名称匹配,电动转辙机安装装置内锁闭（50kg/m、1个牵引点）,电动转辙机安装装置内锁闭 （50kg/m、1个牵引点）,套,套,98,
Material,8310018,6044409,规范化名称匹配,电动转辙机安装装置内锁闭（50kg/m、18号、3个牵引点）,电动转辙机安装装置内锁闭 （50kg/m、18号、3个牵引点）,套,套,98,
Material,8310117,6045473,相似名称匹配单位不同,道岔外锁闭装置 （60kg/m、12号、2个牵引点）,电动转辙机道岔外锁闭装置 （60kg/m、12号、2个牵引点）,套,组,98,自动采用唯一高相似候选
Material,8310118,6045625,相似名称匹配单位不同,道岔外锁闭装置 （60kg/m、12号、4个牵引点）,电动转辙机道岔外锁闭装置 （60kg/m、12号、4个牵引点）,套,组,98,自动采用唯一高相似候选
Material,8310119,6045777,相似名称匹配单位不同,道岔外锁闭装置 （60kg/m、12号、5个牵引点）,电动转辙机道岔外锁闭装置 （60kg/m、12号、5个牵引点）,套,组,98,自动采用唯一高相似候选
Material,8310120,6046081,相似名称匹配单位不同,道岔外锁闭装置 （60kg/m、30号、9个牵引点）,电动转辙机道岔外锁闭装置 （60kg/m、30号、9个牵引点）,套,组,98,自动采用唯一高相似候选
Material,8800110,6040913,规范化名称匹配,电动转辙机安装装置（60kg/m、42号、9个牵引点）,电动转辙机安装装置 （60kg/m、42号、9个牵引点）,套,套,98,
Material,8800111,6046385,相似名称匹配单位不同,道岔外锁闭装置（60kg/m、42号、9个牵引点）,电动转辙机道岔外锁闭装置 （60kg/m、42号、9个牵引点）,套,组,98,自动采用唯一高相似候选
Material,8310051,6041977,相似名称匹配,电液转辙机安装装置 （50kg/m、9、12号、1个牵引点）,电液转辙机安装装置 （50kg/m、9号、12号、1个牵引点）,套,套,100,自动采用唯一高相似候选
Material,8800122,6045321,规范化名称匹配,电液转辙机安装装置 内锁闭 （50、60kg/m、18号、固定心轨、3个牵引点）,电液转辙机安装装置内锁闭 （50、60kg/m、18号、固定心轨、3个牵引点）,套,套,98,
Material,8310141,6046841,相似名称匹配单位不同,电液道岔外锁闭装置 （60kg/m、9、12号、AT轨、2个牵引点）,电液转辙机道岔外锁闭装置 （60kg/m、9号、12号、AT轨、2个牵引点）,套,组,94,自动采用唯一高相似候选
Material,8310142,6046993,相似名称匹配单位不同,电液道岔外锁闭装置 （60kg/m、12号、AT轨、4个牵引点）,电液转辙机道岔外锁闭装置 （60kg/m、12号、AT轨、4个牵引点）,套,组,95,自动采用唯一高相似候选
Material,8310143,6047145,相似名称匹配单位不同,电液道岔外锁闭装置 （60kg/m、12号、AT轨、5个牵引点）,电液转辙机道岔外锁闭装置 （60kg/m、12号、AT轨、5个牵引点）,套,组,95,自动采用唯一高相似候选
Material,8310144,6047297,相似名称匹配单位不同,电液道岔外锁闭装置 （60kg/m、18号、AT轨、5个牵引点）,电液转辙机道岔外锁闭装置 （60kg/m、18号、AT轨、5个牵引点）,套,组,95,自动采用唯一高相似候选
Material,8310145,6047449,相似名称匹配单位不同,电液道岔外锁闭装置 （60kg/m、30号、AT轨、9个牵引点）,电液转辙机道岔外锁闭装置 （60kg/m、30号、AT轨、9个牵引点）,套,组,95,自动采用唯一高相似候选
Material,8800113,6047753,相似名称匹配单位不同,电液道岔外锁闭装置 （60kg/m、42号、AT轨、9个牵引点）,电液转辙机道岔外锁闭装置 （60kg/m、42号、AT轨、9个牵引点）,套,组,95,自动采用唯一高相似候选
Material,8800121,6039289,相似名称匹配,JM-A道岔密贴检查器 （两侧）,JM道岔密贴检查器（两侧）,套,套,95,自动采用唯一高相似候选
Material,8217022,6054825,规范化名称匹配,97型轨道变压器 BG3-130/25（50HZ）,97型轨道变压器 BG3-130/25（50Hz）,台,台,98,
Material,8411081,6051081,规范化名称匹配,护套钢轨引接线 Φ1.2×19 L=1600,护套钢轨引接线 φ1.2×19 L=1600,根,根,98,
Material,8217023,6054789,规范化名称匹配,97型轨道变压器 BG2-130/25（400HZ）,97型轨道变压器 BG2-130/25（400Hz）,台,台,98,
Material,8217030,6055617,规范化名称匹配,97型扼流变压器 BE2-400/25（50HZ）,97型扼流变压器 BE2-400/25（50Hz）,台,台,98,
Material,8414021,6052521,规范化名称匹配,扼流变压器中点连接板≤600A,扼流变压器中点连接板 ≤600A,块,块,98,
Material,8217027,6055473,规范化名称匹配,97型扼流变压器 BE1-600/25（400HZ）,97型扼流变压器 BE1-600/25（400Hz）,台,台,98,
Material,8217028,6055509,规范化名称匹配,97型扼流变压器 BE1-800/25（400HZ）,97型扼流变压器 BE1-800/25（400Hz）,台,台,98,
Material,8414022,6052557,规范化名称匹配,扼流变压器中点连接板≤1000A,扼流变压器中点连接板 ≤1000A,块,块,98,
Material,8217033,6055725,规范化名称匹配,97型扼流变压器 BE2-1000/25（50HZ）,97型扼流变压器 BE2-1000/25（50Hz）,台,台,98,
Material,8217029,6055545,规范化名称匹配,97型扼流变压器 BE1-1000/25（400HZ）,97型扼流变压器 BE1-1000/25（400Hz）,台,台,98,
Material,8751029,6034177,规范化名称匹配,扼流变压器热镀锌金属基础支架　墙上（80×50）,扼流变压器热镀锌金属基础支架 墙上（80×50）,对,对,98,
Material,8751038,6034213,规范化名称匹配,扼流变压器箱热镀锌金属基础支架　地面用,扼流变压器箱热镀锌金属基础支架 地面用,对,对,98,
Material,4717411,6067939,相似名称匹配,连接电缆 7.42mm2,接地电缆 7.42mm2,m,m,92,自动采用唯一高相似候选
Material,8221032,6035725,规范化名称匹配,冷压端子 Φ6孔,冷压端子 φ6孔,个,个,98,
Material,8221033,6035761,规范化名称匹配,冷压端子 Φ8孔,冷压端子 φ8孔,个,个,98,
Material,8415019,6056949,规范化名称匹配,塞钉Φ13.5,塞钉 φ13.5,个,个,98,
Material,8519001,6063235,规范化名称匹配,ZPW-2000  调谐单元 ZW.T1,ZPW-2000 调谐单元 ZW.T1,个,个,98,
Material,8519012,6052125,规范化名称匹配,ZPW-2000  钢轨连接线 2000mm 钢包铜70mm2,ZPW-2000 钢轨连接线 2000 钢包铜70mm2,根,根,98,
Material,8519013,6052161,规范化名称匹配,ZPW-2000  钢轨连接线 3700mm 钢包铜70mm2,ZPW-2000 钢轨连接线 3700 钢包铜70mm2,根,根,98,
Material,8519014,6051909,规范化名称匹配,ZPW-2000  设备连接线 250mm 7.4mm2,ZPW-2000 设备连接线 250 7.4mm2,根,根,98,
Material,8519015,6052017,规范化名称匹配,ZPW-2000  设备连接线 500mm 7.4mm2,ZPW-2000 设备连接线 500 7.4mm2,根,根,98,
Material,8519016,6051945,规范化名称匹配,ZPW-2000  设备连接线 300mm 10mm2,ZPW-2000 设备连接线 300 10mm2,根,根,98,
Material,8519010,6052053,规范化名称匹配,ZPW-2000  设备连接线 2700mm 7.4mm2,ZPW-2000 设备连接线 2700 7.4mm2,根,根,98,
Material,8519011,6052089,规范化名称匹配,ZPW-2000  设备连接线 2700mm 10mm2,ZPW-2000 设备连接线 2700 10mm2,根,根,98,
Material,8800115,6051981,规范化名称匹配,ZPW-2000 设备连接线 300mm 35mm2,ZPW-2000 设备连接线 300 35mm2,根,根,98,
Material,8751090,6051189,规范化名称匹配,钢轨等阻引接线 L=2500  带绝缘护套钢包铜95mm2,钢轨等阻引接线 L=2500 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751091,6051225,规范化名称匹配,钢轨等阻引接线 L=4200  带绝缘护套钢包铜95mm2,钢轨等阻引接线 L=4200 带绝缘护套钢包铜95mm2,根,根,98,
Material,8519007,6032485,规范化名称匹配,ZPW-2000  补偿电容 CBG1,ZPW-2000 补偿电容 CBG1,套,套,98,
Material,8751030,6033889,规范化名称匹配,双体防护盒热镀锌金属基础支架  墙上（60×50）,双体防护盒热镀锌金属基础支架 墙上（60×50）,对,对,98,
Material,8751039,6033925,规范化名称匹配,轨道双体防护盒热镀锌金属基础支架　地面用,轨道双体防护盒热镀锌金属基础支架 地面用,对,对,98,
Material,8751092,6051297,规范化名称匹配,钢轨引接线L=2500  带绝缘护套钢包铜95mm2,钢轨引接线 L=2500 带绝缘护套钢包铜95mm2,根,根,98,
Material,8751093,6051369,规范化名称匹配,钢轨引接线L=4200  带绝缘护套钢包铜95mm2,钢轨引接线 L=4200 带绝缘护套钢包铜95mm2,根,根,98,
Material,4611032,7033945,规范化名称匹配,铜接线端子DT-70,铜接线端子 DT-70,个,个,98,
Material,8751065,6056049,规范化名称匹配,空扼流变压器   BE(K)-1000/ZPW,空扼流变压器 BE(K)-1000/ZPW,台,台,98,
